address,is_contract,is_eligible,wallet_balance,sablier_claimable,gauge_claimable,auction_claimable,echo_balance,total_calculated_cove_balance
0xd854a1dcaa1dfa18c605990ac690733322db2392,false,true,3388.663915769689,0,0,0,0,3388.663915769689
0x7f3e244e9d8fda47db77d7a24e21bfb21894fc38,false,true,3098.24433514148034306,0,0,0,0,3098.24433514148034306
0x076a3a0f275cf990cf7822566c49da93f5d6bb39,false,true,2787.384187520794836292,0,0.222523988228746834,0,0,2787.606711509023583126
0x9f80c8d0b75b997a78c040ca85b2d9ab52183c46,false,true,2516.769538034480564743,0,0,0,0,2516.769538034480564743
0xca0073964efe7f9422ceb16901018b1db0cc4785,false,true,2412.9477543396029,0,0,0,0,2412.9477543396029
0x09a36023b391a92df86fdfe66e4182cb25959c80,false,true,0,0,0,2358.633174710196741599,0,2358.633174710196741599
0x0c60ff4329092bc36018823404ad459605911210,false,true,2200.18831375788366634,0,0.042649461049301898,0,0,2200.230963218932968238
0xcca0280916bb0cadcf4a9a61e9f97100c3740e51,true,true,0,0,2192.846813601113141207,0,0,2192.846813601113141207
0x89e49fba0772065cb6ee28628dcc79643066e9a7,false,true,2139.765069947152121741,0,0.831191921512554232,0,0,2140.596261868664675973
0x2e8ec5869a941a91a05c53b9bae9a1c28fabc0f1,false,true,0,0,2027.838118661577589185,0,0,2027.838118661577589185
0x72f5fa348168bb0b796a3b09e861f0301be88d99,true,true,0,0,1721.140893033281093896,0,0,1721.140893033281093896
0xcbd4456c89ab9070456a283211018e7d8f535acc,false,true,1493.842011886049,0,0,0,0,1493.842011886049
0x5c5d1f39d21e304c4664e933c50def24a5c66d86,false,true,0,0,0,1359.822057270427660094,0,1359.822057270427660094
0xa3b4582bb037cee2f4ac4cbe80115f3afae2d2b4,false,true,1335.726260733049,0,0,0,0,1335.726260733049
0x0acb7027d927a5e33643684e3e1a3b2eda10c8f9,false,true,1323.9430858886223,0,0,0,0,1323.9430858886223
0x6f02bef0584e5c0986823cfc56af4ffefb05df02,false,true,0,0,1190.841565044290520832,0,0,1190.841565044290520832
0x99c2e4708493b19baa116e26dfa0056f5a69a783,false,true,0,0,1116.611575703984449232,0,0,1116.611575703984449232
0xc513fb4b979f1cefc43682ca7ab4a19cee1cacc2,false,true,1040.630577205459564444,0,0,0,0,1040.630577205459564444
0x2091b12446f0e79cc5ea6657ed52a9dee5ee91a8,false,true,1039.8772169546793,0,0,0,0,1039.8772169546793
0x1b78284595ed8468608da05aa02933b84c6a4183,false,true,0,0,1023.815383764542148058,0,0,1023.815383764542148058
0xac0ba417f93682ccc27723bbfad2128bfcff6dc6,false,true,967.9288531103495,0,0,0,0,967.9288531103495
0x8450a7852495dafe063c3e436d0750698777965c,false,true,887.89663178478135069,0,0,0,0,887.89663178478135069
0x719a143654a0c4621f49fa77077800ef3f5c3b40,true,true,856.173608665320414866,0,0.100319350362091791,0,0,856.273928015682506657
0xfe4339b67d1537de30eb0ed935a9fbeb74c23572,true,true,793.397666133124617894,0,0.032351766857020764,0,0,793.430017899981638658
0x0f7122088a123374b6feb63ca492397e1d47aac4,false,true,774.217793988588008066,0,0,0,0,774.217793988588008066
0xbf8d2d9e081a7735da9522f58ba922269f517feb,false,true,768.123431718670683457,0,0,0,0,768.123431718670683457
0xe1fa562b56c402b31096cf5ab826c2e4f5ed0fae,false,true,741.6353507608948,0,0,0,0,741.6353507608948
0x5523f6f7979ac2d905a440644d5b5911b9801d70,false,true,719.022985861870931437,0,0,0,0,719.022985861870931437
0x2d749b5d13ffecda9c410139332ea4d119749f4e,false,true,633.97028009612114,0,0,0,0,633.97028009612114
0x0ab4b2f1a5cf3d72206cc1415b8e88ef9c698423,true,true,594.9197715057799,0,0,0,0,594.9197715057799
0xe23365c811ad61a3f9954c9f0614fca0f257152f,false,true,538.357156972939939836,0,0,0,0,538.357156972939939836
0xe7dbde2edfbf9bf3117fc2c49c524dbff2bfd76e,false,true,520.1521936233477,0,0,0,0,520.1521936233477
0x3b2fcff786797c9a8fad856fa07bca948f5d7562,false,true,513.35331559133657,0,0,0,0,513.35331559133657
0xcda66f75f4ced13b8bd7fe15fe2023ddf8c0d14c,false,true,483.806532773508062581,0,14.992573585319685891,0,0,498.799106358827748472
0xb625a2a5847368bbe0b719425b6edc12f8ccad58,true,true,442.75695419714881,0,0,0,0,442.75695419714881
0xa74e0b738b053d9083451bbab84c538ff2cc701d,true,false,427.368513407116300005,0,0,0,0,427.368513407116300005
0x539edd96b903c6bfda5a54a28a74a85432309a88,true,true,0,0,419.055269077869811325,0,0,419.055269077869811325
0xa1fc03e69e031ae9682b6e1b2c9669a33de39b09,false,true,374.731465901190407821,0,0,0,0,374.731465901190407821
0x53994780d09c4dc01d4d3cbd043ecb8c95fd9a2a,false,true,360.6053331487526,0,0,0,0,360.6053331487526
0xae6a14c93facd9d465276d634fb32ef67170e15a,false,true,0,0,355.464663446966891378,0,0,355.464663446966891378
0x62d028c368fe942e1e036c136d446f88c5927e53,false,true,350.768790988965635042,0,0,0,0,350.768790988965635042
0xd3a01182853ea36aa0e993f78ed902d6b4a51deb,false,true,288.028733341345559795,0,0,0,0,288.028733341345559795
0xa8702682eaf4cd1dda10fae3d5b8757313cf946f,false,true,285.87999237266853,0,0,0,0,285.87999237266853
0x1023a61b5600bb56f034a1a5830d76e13c1c3e0e,false,true,273.897414316214699713,0,0,0,0,273.897414316214699713
